Gene name	Human gene name
Clcn3	CLCN3
Gm11563	KRTAP4-3
Bhlha9	BHLHA9
Top1mt	TOP1MT
Commd7	COMMD7
Krtap4-6	KRTAP4-3
Trarg1	TRARG1
Nphs2	NPHS2
Gm14190	
Akr1c20	
Gm14180	
Atg5	ATG5
Gosr1	GOSR1
Kif5a	KIF5A
Slc22a8	SLC22A8
Agbl2	AGBL2
Cox6c	COX6C
Gm11595	KRTAP4-3
Krtap4-8	KRTAP4-3
Krtap4-9	KRTAP4-3
Parp1	PARP1
Gm11596	KRTAP4-3
Gm11569	KRTAP4-3
Gm11554	KRTAP4-3
Srebf1	SREBF1
Adgrv1	ADGRV1
Rgs22	RGS22
Slc22a6	SLC22A6
Tcp11x2	
Tcp11x2	TCP11X2
Tcp11x2	TCP11X1
Chrm1	CHRM1
Grip2	GRIP2
Gm45799	TIMM10B
Gm45799	
Slc3a2	SLC3A2
Fbxo43	FBXO43
Olfr1322	
Tmsb15a	
Actr10	ACTR10
Rhpn1	RHPN1
Mab21l2	MAB21L2
Olfr1323	
Plk4	PLK4
Prdm1	PRDM1
Armcx5	ARMCX5
Olfr891	
Olfr1324	
Doc2a	DOC2A
Olfr893	
Olfr894	
Gprasp1	GPRASP1
Bace2	BACE2
Ripply2	RIPPLY2
Snx13	SNX13
Olfr143	
Olfr895	
Rnf151	RNF151
Olfr896-ps1	
Olfr25	
Rps2	RPS2
Olfr898	
Olfr250	
Lipi	LIPI
Hmg20a	HMG20A
Slit1	SLIT1
Fam71e1	FAM71E1
Dctn2	DCTN2
Tram1	TRAM1
Dvl3	DVL3
Malsu1	MALSU1
Polr2k	POLR2K
Bhlhb9	ARMCX5-GPRASP2
Bhlhb9	BHLHB9
Ndufb10	NDUFB10
Cyp3a41b	CYP3A5
Cyp3a41b	CYP3A7-CYP3A51P
Cyp3a41b	CYP3A4
Cyp3a41b	CYP3A7
Cyp3a41b	CYP3A43
Cers3	CERS3
Mafa	MAFA
Zc3h3	ZC3H3
Ndufa4	NDUFA4
Cfb	
Cfb	CFB
Prep	PREP
Spata18	SPATA18
Dnhd1	DNHD1
Lactb2	LACTB2
Igf2bp3	IGF2BP3
Spag1	SPAG1
Rbm11	RBM11
Stk26	STK26
Psma3	PSMA3
Krtap4-13	KRTAP4-3
Gm11564	KRTAP4-3
2300003K06Rik	
Xkr9	XKR9
Krtap4-16	KRTAP4-2
Krtap4-16	KRTAP4-1
Gm11568	
Gm11559	
Ccdc9	CCDC9
Krtap9-1	
Hspa13	HSPA13
Cpd	CPD
Axdnd1	AXDND1
Ccdc174	CCDC174
Popdc3	POPDC3
Cyb5r4	CYB5R4
Frmd7	FRMD7
Bves	BVES
Mbd6	MBD6
Kdm2b	KDM2B
Lrrc40	LRRC40
Rap2c	RAP2C
Gm2000	RPL35
Mbnl3	MBNL3
Soat1	SOAT1
Rnf19a	RNF19A
Gm11567	
Ints13	INTS13
Krtap31-1	
Gm11565	
Krtap31-2	
Krtap9-5	KRTAP9-1
Krtap29-1	KRTAP29-1
Vdac3	VDAC3
Krtap16-1	KRTAP16-1
Krtap17-1	
Olfr251	
Tmigd1	TMIGD1
Bbc3	BBC3
Ahr	AHR
Ahr	
	UBE2S
Olfr147	OR8B3
Olfr147	OR8B2
Olfr901	
Rrp8	RRP8
Olfr902	
Mrap2	MRAP2
Dkk4	DKK4
Ankrd46	ANKRD46
Col9a3	
Rnaseh2a	RNASEH2A
Tra2a	TRA2A
Fbf1	FBF1
Olfr904	
Lin28b	LIN28B
Flna	FLNA
Mfsd8	MFSD8
Slc38a3	SLC38A3
Cntn1	CNTN1
Samsn1	SAMSN1
Mybpc2	MYBPC2
Ddit3	DDIT3
4930590J08Rik	C3orf20
Ddit3	
Vezt	VEZT
Lin9	LIN9
Ppp4r3a	PPP4R3A
Fars2	FARS2
Ccdc126	CCDC126
Ap2m1	AP2M1
Fam221a	FAM221A
Camk2d	
Wdr74	WDR74
Adgre1	ADGRE1
Gm49661	THSD8
Kars	KARS1
Sptbn4	SPTBN4
Ctnna2	CTNNA2
Lysmd3	LYSMD3
Oprd1	OPRD1
Cdc123	CDC123
Arhgap19	ARHGAP19-SLIT1
Arhgap19	ARHGAP19
Ythdf2	YTHDF2
Akr1c21	
Olfr905	
Olfr906	
Rpl3l	RPL3L
Dnajc11	DNAJC11
Terf2ip	TERF2IP
Pdzrn4	PDZRN4
Olfr907	
Agr3	AGR3
Lingo1	LINGO1
Nrn1	NRN1
Polb	POLB
Tcfl5	TCFL5
Polr3g	
Fam3b	FAM3B
Agr2	AGR2
Snx31	SNX31
Nudt5	NUDT5
Gm20547	
Gm20547	CFB
Olfr911-ps1	
Psme4	PSME4
Olfr910	
Cep162	CEP162
Mixl1	MIXL1
Prdx2	PRDX2
Mblac2	MBLAC2
Acbd3	ACBD3
Akr1e1	AKR1E2
Nrip1	NRIP1
Tspan13	TSPAN13
Msrb1	MSRB1
Abl2	ABL2
Fgd6	FGD6
Arid4a	ARID4A
Hs3st6	HS3ST6
Gm13199	
1700092M07Rik	TEX54
Fgfr1op2	FGFR1OP2
Frat1	FRAT1
Frat2	FRAT2
Odf3l1	ODF3L1
Rrp12	RRP12
Vmn2r120	
Ralgds	
Ralgds	RALGDS
Gmeb1	GMEB1
Gxylt1	GXYLT1
Olfr912	
Olfr913	
Cspg4	CSPG4
Gm21834	
Cntnap5c	
Cetn3	CETN3
Junb	JUNB
Trip12	TRIP12
Cntnap4	CNTNAP4
Cntnap4	
Olfr914	
Pgam1	PGAM4
Pgam1	PGAM1
Snx33	SNX33
Mars1	MARS1
Exosc1	EXOSC1
Pabpc1	
Meiob	MEIOB
Tbx18	TBX18
Taf12	TAF12
Tmprss2	TMPRSS2
Ly86	LY86
Lrrtm1	LRRTM1
Rab42	RAB42
Thap3	THAP3
Gnat1	GNAT1
Klf6	KLF6
Zdhhc16	ZDHHC16
Phf13	PHF13
Chd4	CHD4
Chd4	
C2	C2
Tomm20l	TOMM20L
Klhl21	KLHL21
Yaf2	YAF2
Adamts17	ADAMTS17
Usp25	USP25
Mon1b	MON1B
Catsperb	CATSPERB
Krt33a	KRT33A
Syce1l	SYCE1L
Cyp3a41a	CYP3A5
Cyp3a41a	CYP3A7-CYP3A51P
Cyp3a41a	CYP3A4
Cyp3a41a	CYP3A7
Cyp3a41a	CYP3A43
Imp3	IMP3
Stx5a	STX5
Olfr916	
Krt33b	KRT33A
Olfr917	
Zcrb1	ZCRB1
Hk3	HK3
Snupn	SNUPN
Zbtb48	ZBTB48
Gpr75	GPR75
Hace1	HACE1
Krt34	KRT34
Nelfa	NELFA
Olfr918	OR8B3
Olfr918	OR8B2
Olfr919	
Krt31	KRT33A
Ino80e	INO80E
Nt5e	NT5E
Ripk4	RIPK4
Krt32	KRT32
Timm9	TIMM9
Pdzph1	
Abcf3	ABCF3
Krt35	KRT35
Tas1r1	TAS1R1
Ywhaz	YWHAZ
Adamts18	ADAMTS18
Ptpn9	PTPN9
Hs6st2	HS6ST2
Blmh	BLMH
Trnau1ap	TRNAU1AP
Cyp3a44	CYP3A5
Cyp3a44	CYP3A7-CYP3A51P
Cyp3a44	CYP3A4
Cyp3a44	CYP3A7
Cyp3a44	CYP3A43
Usp26	
Usp46	USP46
Zbtb12	ZBTB12
Bzw2	BZW2
Nudt12	NUDT12
Vwa5a	VWA5A
Magea14	MAGEA10
Blvrb	BLVRB
Sh3kbp1	SH3KBP1
Zfp706	ZNF706
Orai1	ORAI1
Spib	
Spib	SPIB
Hook2	HOOK2
Efna5	EFNA5
Krt36	KRT36
Fbxo36	FBXO36
Sertad3	SERTAD3
Osbpl9	OSBPL9
Grhl2	GRHL2
Hirip3	HIRIP3
Gm1673	C4orf48
Hagh	HAGH
Asb3	ASB3
Arhgap9	ARHGAP9
Slc16a14	SLC16A14
Sec61a2	SEC61A2
Gm15433	
Sertad1	SERTAD1
Sae1	SAE1
Ankmy2	ANKMY2
Stat1	STAT1
Cyp3a11	CYP3A5
Cyp3a11	CYP3A7-CYP3A51P
Cyp3a11	CYP3A4
Cyp3a11	CYP3A7
Cyp3a11	CYP3A43
Nxf1	NXF1
Pphln1	
Krt13	
Tc2n	TC2N
Tm7sf3	TM7SF3
Rasl11b	RASL11B
Sema3f	SEMA3F
Mtch2	MTCH2
Nat8l	NAT8L
Krt15	KRT15
Lysmd4	LYSMD4
Morn3	MORN3
Uimc1	UIMC1
Nr2c1	NR2C1
Krt19	KRT19
Fgd5	FGD5
Nox4	NOX4
Slc6a4	SLC6A4
Prdm15	PRDM15
Fahd1	FAHD1
Igfals	IGFALS
Glmn	GLMN
Fbxl17	FBXL17
Lrrc72	
Ikbkb	IKBKB
Sostdc1	SOSTDC1
Krt9	KRT9
Fbln5	FBLN5
Erlec1	ERLEC1
Cel	CEL
Prickle1	PRICKLE1
Ndufa12	NDUFA12
2700049A03Rik	KIAA0586
Nubp2	NUBP2
Tmem223	TMEM223
Tmem179b	TMEM179B
Gm11146	
Dhtkd1	DHTKD1
Olfr920	
Reg3b	REG1B
Gm4792	
Mmp20	MMP20
Taf6l	TAF6L
Gli1	GLI1
Pitrm1	PITRM1
Ncald	NCALD
Olfr921	
Acox1	ACOX1
Stk31	STK31
C2cd2	C2CD2
Olfr922	
Mmp7	MMP7
Upf2	UPF2
Inhbe	INHBE
Inhbc	INHBC
Fer	FER
Olfr923	
Tmcc3	TMCC3
Olfr924	OR8D2
Olfr26	OR8D1
Cyp3a25	CYP3A5
Cyp3a25	CYP3A7-CYP3A51P
Cyp3a25	CYP3A4
Cyp3a25	CYP3A7
Cyp3a25	CYP3A43
Olfr926	OR8D2
Tmem123	TMEM123
Gtf3c5	GTF3C5
Zbtb21	ZBTB21
Dact1	DACT1
Olfr930	OR8D1
Polr2g	POLR2G
Olfr933	OR8D1
4930447A16Rik	
Cyp3a59	CYP3A5
Cyp3a59	CYP3A7-CYP3A51P
Cyp3a59	CYP3A4
Cyp3a59	CYP3A7
Cyp3a59	CYP3A43
Olfr934	
Vwa5b2	VWA5B2
Birc2	BIRC2
Zc3h4	ZC3H4
Nop2	NOP2
Zbtb3	ZBTB3
Rrm2b	RRM2B
Grik2	GRIK2
Ttc9c	TTC9C
Gm5565	
Gm6309	
1700001J03Rik	
Trip11	TRIP11
Hnrnpul2	HNRNPUL2-BSCL2
Hnrnpul2	HNRNPUL2
Olfr935	OR8G5
Olfr146	OR8G5
Med21	MED21
Proser2	PROSER2
Scfd2	SCFD2
Olfr937	
Plat	PLAT
Olfr938	
Gm50139	HNRNPUL2-BSCL2
Gm50139	HNRNPUL2
Gng3	GNG3
Birc3	BIRC3
Prx	PRX
Bscl2	BSCL2
Npy	NPY
Adamts20	ADAMTS20
A930002H24Rik	
Krt14	KRT14
Pja2	PJA2
Phf14	PHF14
Nudt7	NUDT7
Olfr27	
Scn1a	SCN1A
Chac2	CHAC2
Olfr943	
Tmem160	TMEM160
Crppa	CRPPA
Gpc4	GPC4
Olfr944	
Nsrp1	NSRP1
Hipk4	HIPK4
Olfr1537	
Nek1	NEK1
Gprasp2	GPRASP2
Olfr945	
Ilk	ILK
Pde4d	PDE4D
Olfr948	
Gm17332	
Ten1	TEN1
Ten1	TEN1-CDK3
Olfr951	
Olfr952	
Olfr954	
Olfr955	
Spsb3	SPSB3
Olfr44	
Cep83	CEP83
Krt16	KRT16
Olfr957	
Olfr958	OR10D3
Olfr959	
Tmem120b	TMEM120B
Stc2	STC2
Cxadr	
Snx14	SNX14
Lrrn4cl	LRRN4CL
Ubxn1	UBXN1
Bod1	BOD1
Bod1	BOD1L2
Krt17	KRT17
Uqcc3	UQCC3
B230307C23Rik	
Mms19	MMS19
A630089N07Rik	
Taok2	TAOK2
Btg3	BTG3
Evpl	EVPL
Plxnc1	PLXNC1
Atxn3	ATXN3L
Pus7l	PUS7L
Arxes2	SPCS3
D16Ertd472e	C21orf91
Krt42	
Emd	EMD
Reg3d	REG1B
Nol9	NOL9
Irak4	IRAK4
Man2a1	MAN2A1
Efcab5	EFCAB5
Tars2	TARS2
Tyr	TYR
Rhof	RHOF
Reg3a	REG1B
Echdc3	ECHDC3
Ascc3	ASCC3
Reg2	REG1A
Arxes1	SPCS3
Twf1	TWF1
Bex2	BEX1
Bex2	BEX2
Taf10	TAF10
Gfi1b	GFI1B
4930583I09Rik	
Chodl	CHODL
Nr2c2	NR2C2
Gpc3	GPC3
Eme2	EME2
Npas1	NPAS1
Meox2	MEOX2
Rnf6	RNF6
Ndufb1	NDUFB1
Tmem117	TMEM117
Eif1	
Cpsf2	CPSF2
Cradd	CRADD
1700014B07Rik	
Pold1	POLD1
Alg3	ALG3
Nell2	NELL2
Ehmt2	EHMT2
Map3k15	MAP3K15
Dido1	DIDO1
Srp68	SRP68
Agmo	AGMO
Sim1	SIM1
Epb41l5	EPB41L5
Tle1	TLE1
Stk38l	STK38L
Socs2	SOCS2
Vat1l	VAT1L
Gast	GAST
Nxf3	NXF3
Poln	POLN
Galr2	GALR2
Cpeb4	CPEB4
Clec3a	CLEC3A
Gm49339	
Ap3m2	AP3M2
Ccdc160	CCDC160
Daam1	DAAM1
Mrps25	MRPS25
Dbx2	DBX2
Bex4	BEX4
Reg1	REG1A
Sin3a	SIN3A
Pdha1	PDHA1
Mrpl42	MRPL42
Ubr5	UBR5
Grm5	GRM5
Reg3g	REG1B
Best2	BEST2
Ube2n	UBE2N
4930524B15Rik	C5orf47
Lrrc7	LRRC7
Rbsn	RBSN
Ssh2	SSH2
Nudt4	NUDT4B
Nudt4	NUDT4
Tceal8	TCEAL8
Arhgap35	ARHGAP35
Lilr4b	
Rpl10	
Thsd7a	THSD7A
Eef1akmt4	EEF1AKMT4
Rab3c	RAB3C
Tmprss15	TMPRSS15
Tmem219	TMEM219
Get3	GET3
Rreb1	RREB1
Gid8	GID8
Trir	
Tom1l2	TOM1L2
Anapc15-ps	ANAPC15
Sh3rf1	SH3RF1
Slc17a9	SLC17A9
Tceal5	TCEAL6
Tceal5	TCEAL5
Tceal5	TCEAL3
Gm33543	
Eea1	EEA1
Haus3	HAUS3
Bex1	BEX1
Bex1	BEX2
Mxd4	MXD4
Bhlhe23	BHLHE23
Gm20594	
Pld3	PLD3
Tceal7	TCEAL7
Trh	TRH
Usp6nl	USP6NL
Tceal9	TCEAL9
Cbr4	CBR4
Cacna1f	CACNA1F
Iffo1	IFFO1
Setd1b	SETD1B
Wwox	WWOX
Lilrb4a	
Gpr135	GPR135
Ncam2	NCAM2
L3hypdh	L3HYPDH
Abhd18	ABHD18
Slc24a4	SLC24A4
Tor3a	TOR3A
Ceacam15	CEACAM21
Kctd13	KCTD13
Ceacam9	CEACAM21
Maf	MAF
Vps39	VPS39
Dynlrb2	DYNLRB2
Ctsc	CTSC
Zfyve28	ZFYVE28
Cdyl2	CDYL2
Gm21833	
Rcc1	RCC1
Gm5426	ATP5MGL
Gm5426	ATP5MG
H3f3a	
A730009L09Rik	
Lrrtm4	LRRTM4
Cmc2	
Gm20537	
Gm49333	ECE2
Gm49333	EEF1AKMT4-ECE2
Fam162b	FAM162B
Yap1	YAP1
Kat6a	KAT6A
Btg1	BTG1
Cfap99	CFAP99
Asphd1	ASPHD1
Cdk8	CDK8
Tmem232	TMEM232
Tmem106b	TMEM106B
Gprc6a	GPRC6A
Tpp1	TPP1
Lbhd1	LBHD1
Gapt	GAPT
Jkamp	JKAMP
Zfp346	ZNF346
Sde2	SDE2
Odf1	ODF1
Gm49403	LBHD1
Ubtd1	UBTD1
Klf10	KLF10
1810009A15Rik	C11orf98
1810009A15Rik	
C130026I21Rik	
1700034I23Rik	
Dcn	DCN
Prickle2	PRICKLE2
Rprd2	RPRD2
Ccdc175	CCDC175
Gm49416	C11orf98
Gm49416	
Ints5	INTS5
Ankrd2	ANKRD2
Ano6	ANO6
Rin3	RIN3
Aldoart1	ALDOA
Nsg2	NSG2
Gm11487	MSANTD5
Hoga1	HOGA1
Lum	LUM
Calr4	
Rpap2	RPAP2
Kera	KERA
Gapdh	GAPDH
Gm7582	
Hap1	HAP1
Cenpn	CENPN
4933411K16Rik	C10orf62
Epyc	EPYC
Fam20b	FAM20B
Morn4	MORN4
Gm17617	
Plk2	PLK2
Cfap300	CFAP300
Larp1b	LARP1B
Mef2a	MEF2A
Pi4k2a	PI4K2A
Camk2n2	CAMK2N2
Mrpl39	MRPL39
AW551984	VWA5A
Vwde	
Ccer1	CCER1
Slc44a4	SLC44A4
Dgkb	DGKB
Tnpo2	
Avpi1	AVPI1
Rfx6	RFX6
Ssr1	SSR1
Marveld1	MARVELD1
Lefty2	LEFTY2
Lefty2	LEFTY1
Gm11238	MSANTD5
Jam2	JAM2
Gm11237	MSANTD5
Gm11236	MSANTD5
Gm11239	MSANTD5
Zfyve27	ZFYVE27
Gm428	MSANTD5
Eya1	EYA1
Depdc1a	DEPDC1
Tmem168	TMEM168
Phactr4	PHACTR4
Olfr148	
Olfr960	
Atp5j	ATP5PF
Olfr961	
Gcfc2	GCFC2
Azin1	AZIN1
Fgfr4	FGFR4
Cep126	CEP126
Il9r	IL9R
Gabpa	GABPA
Olfr963	
Olfr149	
Olfr965	
Olfr150	
Olfr967	
Olfr968	
Actbl2	ACTBL2
Olfr969	
Ganab	GANAB
Ap2s1	AP2S1
Vapa	VAPA
Cage1	CAGE1
Olfr970	
Bmt2	BMT2
Trpc6	TRPC6
Mrpl19	MRPL19
Ece2	ECE2
Ece2	EEF1AKMT4-ECE2
Snrnp25	SNRNP25
Pgrmc2	PGRMC2
Rab38	RAB38
Gpr85	GPR85
Txndc2	TXNDC2
Jup	JUP
Prpf3	PRPF3
Neu1	NEU1
Arid2	ARID2
Atmin	ATMIN
Nsd1	NSD1
Olfr971	OR8G2P
Olfr971	OR8G3P
Olfr972	
Dchs1	DCHS1
2610001J05Rik	SMIM30
Olfr229	OR8G2P
Olfr229	OR8G3P
Ythdf1	YTHDF1
Olfr974	
1700030J22Rik	C16orf46
Phf6	PHF6
Arntl2	ARNTL2
Olfr975	
Olfr976	
Rtn1	RTN1
Rab31	RAB31
Gcsh	
Gcsh	
Pgr	PGR
Vgll2	VGLL2
Fbxw9	
Slc1a5	SLC1A5
Atp2b1	ATP2B1
Drc3	DRC3
Birc7	BIRC7
Scaf11	SCAF11
Rasef	RASEF
Olfr978	OR10G9
Olfr978	OR10G4
Olfr978	OR10G7
Olfr978	OR10G8
Nkain4	NKAIN4
Psmd9	PSMD9
Psmd9	
Olfr979	OR10G9
Olfr979	OR10G4
Olfr979	OR10G7
Olfr979	OR10G8
Olfr980	OR10G9
Olfr980	OR10G4
Olfr980	OR10G7
Olfr980	OR10G8
Mrps21	MRPS21
Olfr981	OR10G6
Olfr982	OR10S1
Fkrp	FKRP
Lgmn	LGMN
Olfr983	
Rpe65	RPE65
Gm5741	
Rab24	RAB24
Dhps	
Arhgap42	ARHGAP42
Mrpl17	MRPL17
Hspa1b	HSPA1A
Hspa1b	HSPA1B
Wasf3	WASF3
Slc38a1	SLC38A1
Hspa1a	HSPA1A
Hspa1a	HSPA1B
Gm20481	
Bex3	BEX3
Hspa1l	HSPA1L
Riok1	RIOK1
Lsm2	LSM2
2310022A10Rik	C19orf47
Gm6408	
Poc1b	POC1B
Gfi1	GFI1
Pkd1l2	PKD1L2
Golga5	GOLGA5
Scn9a	SCN9A
Olfr984	OR4D5
P3h4	P3H4
Hprt	HPRT1
Hpd	HPD
Olfr985	OR8D4
Slc38a2	SLC38A2
Sfrp5	SFRP5
Ciart	CIART
Tmem225	TMEM225
B3gat3	B3GAT3
A530032D15Rik	
Coro6	CORO6
Olfr986	OR6X1
Plekhg5	PLEKHG5
Zfp202	ZNF202
Golga7b	GOLGA7B
Syp	SYP
Dcaf13	DCAF13
Pycr2	PYCR2
Pycr2	
Ccdc68	CCDC68
Chga	CHGA
Prelid1	
Rom1	ROM1
Dclk2	DCLK2
Adamts9	ADAMTS9
Palld	PALLD
Eml3	EML3
Slc38a4	SLC38A4
Cntn5	CNTN5
Rnf4	RNF4
Gpbp1	GPBP1
Itpk1	ITPK1
Gvin2	
Msc	MSC
Galnt4	POC1B-GALNT4
Galnt4	GALNT4
Phxr2	
Lefty1	LEFTY2
Lefty1	LEFTY1
Gvin1	
Ppp4r1	PPP4R1
Dnase1l1	DNASE1L1
Rab27b	RAB27B
Olfr693	OR2AG1
Olfr694	OR2AG1
Olfr695	OR2AG1
Ank3	
Psmd2	PSMD2
Tmem135	TMEM135
Dynap	
Gm28051	GON7
Crtac1	CRTAC1
Gm7609	
Gm36255	DYNAP
Gm20604	GON7
4930503L19Rik	C18orf54
Ptpn4	PTPN4
Moap1	MOAP1
Eva1a	EVA1A
Rbm5	RBM5
Tmem251	TMEM251
Amigo2	AMIGO2
Gon7	GON7
Pced1b	PCED1B
Ubr7	UBR7
A730049H05Rik	
Adam22	ADAM22
Rhbdf1	RHBDF1
Rpap3	RPAP3
Gm15737	
Plac1	PLAC1
Ppp1r3a	PPP1R3A
Smco2	SMCO2
Kir3dl2	KIR2DS4
Kir3dl2	KIR3DL3
Kir3dl2	KIR2DL1
Kir3dl2	KIR2DL4
Kir3dl2	KIR2DL3
Kir3dl2	KIR3DL2
Kir3dl2	KIR3DL1
Lrrc9	LRRC9
Gm49496	GPBP1
Endou	ENDOU
R3hcc1l	R3HCC1L
Tacr1	TACR1
Gm10198	
Mxd3	MXD3
Lman2	LMAN2
Mta2	MTA2
Olfr697	OR2AG1
Prickle3	PRICKLE3
Fkbp10	FKBP10
Lrrc28	LRRC28
Scn7a	SCN7A
Pole4	POLE4
Dsp	DSP
Rims2	RIMS2
App	APP
Atpaf2	ATPAF2
Plp2	PLP2
Ncapd2	NCAPD2
Med18	MED18
Gm11758	MSANTD5
Magix	MAGIX
Gm52955	
Tmem177	TMEM177
Tsc1	TSC1
Gm11757	MSANTD5
Rgs14	RGS14
Tut1	
Tut1	TUT1
Tnfrsf25	TNFRSF25
Gm7592	
G530012D18Rik	SEC61G
Trpa1	TRPA1
Kir3dl1	KIR2DS4
Kir3dl1	KIR3DL3
Kir3dl1	KIR2DL1
Kir3dl1	KIR2DL4
Kir3dl1	KIR2DL3
Kir3dl1	KIR3DL2
Kir3dl1	KIR3DL1
Sesn2	SESN2
Loxl4	LOXL4
Wdr83	
Gid4	GID4
Ralbp1	RALBP1
Pfkp	PFKP
Gm13871	MSANTD5
Fzd4	FZD4
Gpkow	GPKOW
Drg2	DRG2
Olfr698	OR2AG1
Gm11756	MSANTD5
Olfr699	OR2AG1
Prss23	PRSS23
Eef1g	EEF1G
Wdr83os	
Atpif1	ATP5IF1
Kcnb2	
Pcnx4	PCNX4
2310002L09Rik	
Olfr700	OR2AG1
Ankrd13b	ANKRD13B
Tmem63a	TMEM63A
Man2b1	
Fam122b	PABIR2
Gm4756	
Frmd3	FRMD3
Ahnak	AHNAK
Nr1h2	NR1H2
Btbd7	BTBD7
Vars	VARS1
Stard6	STARD6
Scgb1a1	SCGB1A1
Asrgl1	ASRGL1
Hk2	HK2
BC028528	C1orf54
Cox8c	
Dhrs7	DHRS7
Pyroxd2	PYROXD2
Aph1a	APH1A
Zfp791	ZNF791
Eps15	EPS15
Cfap221	CFAP221
Tceal3	TCEAL6
Tceal3	TCEAL5
Tceal3	TCEAL3
Ddx60	DDX60
Dcstamp	DCSTAMP
Ppm1a	
Nprl3	NPRL3
Mrpl51	MRPL51
Wls	WLS
Etv1	ETV1
Tceal1	TCEAL1
Mpp6	MPP6
Poli	POLI
Fam122c	PABIR3
Dpys	DPYS
Sp110	SP110
Scgb2a2	SCGB2A2
Scgb2a2	SCGB2A1
Mospd1	MOSPD1
Incenp	INCENP
Cks1brt	CKS1B
Lrp12	LRP12
Olfr371	
Anxa10	ANXA10
Terf1	TERF1
Car14	CA14
Etd	
9330182O14Rik	
Twsg1	TWSG1
Morf4l2	MORF4L2
Tmem87a	TMEM87A
Sctr	SCTR
Zfpm2	ZFPM2
Exoc7	EXOC7
Sez6l2	SEZ6L2
Jade1	JADE1
Vwa7	VWA7
Snrnp48	SNRNP48
Rapgef3	RAPGEF3
Cmip	CMIP
Ephx1	EPHX1
Man2c1	MAN2C1
Mbd2	MBD2
Ankrd12	ANKRD12
Fth1	FTH1
Tmem37	TMEM37
Sbspon	SBSPON
Bmp6	BMP6
Best1	BEST1
9130409I23Rik	DEGS1
Dcc	DCC
Mier3	MIER3
Hps1	HPS1
Sp140	
Kdm4c	KDM4C
Glra4	
Sapcd1	SAPCD1
Cyyr1	CYYR1
4930444P10Rik	C8orf89
Plp1	PLP1
Vps35	VPS35
Ndufv2	NDUFV2
Adamts1	ADAMTS1
Rpl7	RPL7
Cd1d1	CD1D
Olfr701	OR2AG2
Dmac1	DMAC1
Mex3c	MEX3C
Smad4	SMAD4
Glt8d1	GLT8D1
Dnajc8	DNAJC8
Arl4a	ARL4A
Gm16405	SYCP3
Olfr702	
Adamts5	ADAMTS5
Nvl	NVL
Rab9b	RAB9B
Ank2	ANK2
4930447C04Rik	C14orf39
Cdiptos	
Washc1	WASHC1
Washc1	WASH6P
H2bw2	H2BW2
H2bw2	H2BW1
Slc34a1	SLC34A1
Gm16430	SYCP3
Olfr703	OR2AG1
Olfr704	OR2AG1
Napsa	NAPSA
N6amt1	N6AMT1
Tmsb15l	
Elac1	ELAC1
Vamp1	VAMP1
Rdh10	RDH10
Me2	ME2
Spaca9	SPACA9
Plcg2	PLCG2
Taz	TAZ
Msh5	MSH5
Msh5	MSH5-SAPCD1
Ltn1	LTN1
Cnih4	CNIH4
Me3	ME3
Ak8	AK8
Cadps	
Mro	MRO
Sdr42e1	SDR42E1
Tapbpl	TAPBPL
Foxj1	FOXJ1
Gls	GLS
Six6	SIX6
Gtf3c4	GTF3C4
Pfn3	PFN3
Cd27	CD27
Adarb2	ADARB2
Nt5c3b	NT5C3B
Six1	SIX1
Orc6	ORC6
Mapk4	MAPK4
Six4	SIX4
Olfr705	OR2AG1
Scin	SCIN
Olfr706	OR2AG2
Tuba3a	
Gm9925	
Olfr707	
Ska1	SKA1
Rwdd2b	RWDD2B
Scn3b	SCN3B
Olfr1532-ps1	
Xirp2	XIRP2
Olfr709-ps1	
F12	F12
Usp16	USP16
Olfr710	
Gsdme	GSDME
Kcnc3	KCNC3
Hpse2	HPSE2
Cxxc1	CXXC1
Hsd17b2	HSD17B2
Ptafr	PTAFR
Rab3il1	RAB3IL1
Ttc39a	TTC39A
Mphosph6	MPHOSPH6
Map3k1	MAP3K1
Ccdc81	CCDC81
Spock3	SPOCK3
Mbd1	MBD1
Lsmem1	LSMEM1
Mpg	MPG
Maml2	MAML2
Ddx11	DDX11
Mnat1	MNAT1
Hba-x	HBZ
Cct8	CCT8
Klhl10	KLHL10
Ankrd55	ANKRD55
Strn4	STRN4
Neil1	NEIL1
Sema4f	SEMA4F
Klhl11	KLHL11
Trmt5	TRMT5
Hba-a1	HBA1
Hba-a1	HBA2
Slc38a6	SLC38A6
Hbq1b	HBQ1
Cnnm1	CNNM1
Commd4	COMMD4
Hba-a2	HBA1
Hba-a2	HBA2
Hbq1a	HBQ1
Git1	GIT1
Gm21830	
Cdh13	CDH13
Ddx31	DDX31
Got1	GOT1
Slc48a1	SLC48A1
Slxl1	SYCP3
Clic1	CLIC1
Ifrd1	
Ifrd1	IFRD1
Txndc5	TXNDC5
Rnf11	RNF11
Oxr1	OXR1
Tmsb15b2	
4930522H14Rik	C1orf185
Ltbr	LTBR
Nkx2-3	NKX2-3
Slc25a28	SLC25A28
Tmsb15b1	
Cfap53	
Sgo2b	SGO2
Rbm6	RBM6
3830403N18Rik	SYCP3
B3galt1	B3GALT1
Map3k7cl	
Hsbp1	HSBP1
Fads3	FADS3
Ddah2	DDAH2
Gm773	SYCP3
Cdkn2c	CDKN2C
M1ap	M1AP
Bach1	BACH1
