Gene name	Mouse gene name
PRAMEF13	
PRAMEF13	Pramel33
PRAMEF13	Pramel46
PRAMEF13	Oog1
PRAMEF13	
PRAMEF13	Pramel21
PRAMEF13	Pramel12
PRAMEF13	
PRAMEF13	Pramel16
BBS9	Bbs9
GPR157	Gpr157
SEL1L2	Sel1l2
DAPK1	Dapk1
ZBTB40	Zbtb40
PKHD1	Pkhd1
RICTOR	Rictor
SMIM4	Smim4
	Nrg1
SLC20A2	Slc20a2
TUSC2	Tusc2
SNAP23	Snap23
PTPRG	
FAM204A	Fam204a
MICOS10-NBL1	Micos10
ERGIC3	Ergic3
SAC3D1	Sac3d1
ZNF714	
FBXO44	Fbxo44
CCL15-CCL14	Ccl9
CCL15-CCL14	Ccl6
PRPF19	Prpf19
SH2D4A	
ITGB1BP2	Itgb1bp2
SIAH1	Siah1a
SIAH1	Siah1b
ZNF100	
ATG7	Atg7
RASSF8	Rassf8
MAN2B2	Man2b2
SDR42E2	Gm5737
CILP2	Cilp2
RPL36AL	Gm6525
DNAJA2	Dnaja2
FBXW4	Fbxw4
OGT	Ogt
SEL1L	Sel1l
ACACA	Acaca
TNFRSF10B	Tnfrsf22
TNFRSF10B	Tnfrsf23
TNFRSF10B	Tnfrsf26
PBX4	Pbx4
PRAMEF10	Pramel22
PRAMEF10	Pramel26
PRAMEF10	Gm12790
PRAMEF10	Gm6205
PRAMEF10	Gm3183
PRAMEF10	C130073F10Rik
PRAMEF10	Pramel14
PRAMEF10	AA792892
PRAMEF10	Pramel38
PRAMEF10	
PRAMEF10	Gm13040
PRAMEF10	Oog2
PRAMEF10	
PRAMEF10	Pramel49
PRAMEF10	Pramel30
PRAMEF10	Gm13057
PRAMEF10	
PRAMEF10	Pramel11
PRAMEF10	Pramel51
PRAMEF10	
PRAMEF10	Gm13043
PRAMEF10	Pramel50
PRAMEF10	
PRAMEF10	Pramel5
PRAMEF10	Gm2042
PRAMEF10	
PRAMEF10	Pramel19
PRAMEF10	Pramel31
PRAMEF10	
PRAMEF10	Oog4
PRAMEF10	Gm7982
PRAMEF10	Pramel47
PRAMEF10	
PRAMEF10	Pramel41
PRAMEF10	
PRAMEF10	Pramel24
PRAMEF10	Pramel25
PRAMEF10	
PRAMEF10	Pramel35
PRAMEF10	Gm6367
PRAMEF10	Pramel32
PRAMEF10	
PRAMEF10	Gm13102
PRAMEF10	Gm16513
PRAMEF10	
PRAMEF10	
PRAMEF10	Pramel37
PRAMEF10	Oog3
PRAMEF10	Pramel17
PRAMEF10	Pramel48
PRAMEF10	
PRAMEF10	Pramel44
PRAMEF10	Pramel39
PRAMEF10	Pramel28
PRAMEF10	
PRAMEF10	Pramel29
PRAMEF10	Pramel4
PRAMEF10	Pramel36
PRAMEF10	Pramel15
PRAMEF10	Pramel45
PRAMEF10	
PRAMEF10	Pramel13
PRAMEF10	Pramel7
PRAMEF10	
PRAMEF10	Pramel43
PRAMEF10	Pramel42
PRAMEF10	Pramel23
PRAMEF10	Gm16367
PRAMEF10	Gm3286
PRAMEF10	
PRAMEF10	Pramel34
PRAMEF10	Gm6351
PRAMEF10	E330014E10Rik
PRAMEF10	
PRAMEF10	Pramel27
PRAMEF10	Pramel6
PRAMEF10	Gm12789
PRAMEF10	
PRAMEF10	Pramel1
PRAMEF10	
PRAMEF10	Pramel40
PRAMEF10	Pramel18
PRAMEF10	Pramel20
PRAMEF10	
PRAMEF10	
PRAMEF10	Pramel33
PRAMEF10	Pramel46
PRAMEF10	Oog1
PRAMEF10	
PRAMEF10	Pramel21
PRAMEF10	Pramel12
PRAMEF10	
PRAMEF10	Pramel16
CSTF3	Cstf3
PRAMEF11	Pramel22
PRAMEF11	Pramel26
PRAMEF11	Gm12790
PRAMEF11	Gm6205
PRAMEF11	Gm3183
PRAMEF11	C130073F10Rik
PRAMEF11	Pramel14
PRAMEF11	AA792892
PRAMEF11	Pramel38
PRAMEF11	
PRAMEF11	Gm13040
PRAMEF11	Oog2
PRAMEF11	
PRAMEF11	Pramel49
PRAMEF11	Pramel30
PRAMEF11	Gm13057
PRAMEF11	
PRAMEF11	Pramel11
PRAMEF11	Pramel51
PRAMEF11	
PRAMEF11	Gm13043
PRAMEF11	Pramel50
PRAMEF11	
PRAMEF11	Pramel5
PRAMEF11	Gm2042
PRAMEF11	
PRAMEF11	Pramel19
PRAMEF11	Pramel31
PRAMEF11	
PRAMEF11	Oog4
PRAMEF11	Gm7982
PRAMEF11	Pramel47
PRAMEF11	
PRAMEF11	Pramel41
PRAMEF11	
PRAMEF11	Pramel24
PRAMEF11	Pramel25
PRAMEF11	
PRAMEF11	Pramel35
PRAMEF11	Gm6367
PRAMEF11	Pramel32
PRAMEF11	
PRAMEF11	Gm13102
PRAMEF11	Gm16513
PRAMEF11	
PRAMEF11	
PRAMEF11	Pramel37
PRAMEF11	Oog3
PRAMEF11	Pramel17
PRAMEF11	Pramel48
PRAMEF11	
PRAMEF11	Pramel44
PRAMEF11	Pramel39
PRAMEF11	Pramel28
PRAMEF11	
PRAMEF11	Pramel29
PRAMEF11	Pramel4
PRAMEF11	Pramel36
PRAMEF11	Pramel15
PRAMEF11	Pramel45
PRAMEF11	
PRAMEF11	Pramel13
PRAMEF11	Pramel7
PRAMEF11	
PRAMEF11	Pramel43
PRAMEF11	Pramel42
PRAMEF11	Pramel23
PRAMEF11	Gm16367
PRAMEF11	Gm3286
PRAMEF11	
PRAMEF11	Pramel34
PRAMEF11	Gm6351
PRAMEF11	E330014E10Rik
PRAMEF11	
PRAMEF11	Pramel27
PRAMEF11	Pramel6
PRAMEF11	Gm12789
PRAMEF11	
PRAMEF11	Pramel1
PRAMEF11	
PRAMEF11	Pramel40
PRAMEF11	Pramel18
PRAMEF11	Pramel20
PRAMEF11	
PRAMEF11	
PRAMEF11	Pramel33
PRAMEF11	Pramel46
PRAMEF11	Oog1
PRAMEF11	
PRAMEF11	Pramel21
PRAMEF11	Pramel12
PRAMEF11	
PRAMEF11	Pramel16
ZRANB1	Zranb1
SLC38A2	Slc38a2
CRTC1	Crtc1
METTL22	Mettl22
GOLGA7B	Golga7b
LGSN	Lgsn
PRDM2	Prdm2
BORCS7-ASMT	Borcs7
MOV10L1	Mov10l1
TDRD9	Tdrd9
ENTPD7	Entpd7
CKAP5	Ckap5
PDCD11	Pdcd11
SLC29A1	Slc29a1
CPLX1	Cplx1
XKR4	Xkr4
ZNF93	
TCEA1	Tcea1
WFDC8	Wfdc8
PRAMEF1	Pramel22
PRAMEF1	Pramel26
PRAMEF1	Gm12790
PRAMEF1	Gm6205
PRAMEF1	Gm3183
PRAMEF1	C130073F10Rik
PRAMEF1	Pramel14
PRAMEF1	AA792892
PRAMEF1	Pramel38
PRAMEF1	
PRAMEF1	Gm13040
PRAMEF1	Oog2
PRAMEF1	
PRAMEF1	Pramel49
PRAMEF1	Pramel30
PRAMEF1	Gm13057
PRAMEF1	
PRAMEF1	Pramel11
PRAMEF1	Pramel51
PRAMEF1	
PRAMEF1	Gm13043
PRAMEF1	Pramel50
PRAMEF1	
PRAMEF1	Pramel5
PRAMEF1	Gm2042
PRAMEF1	
PRAMEF1	Pramel19
PRAMEF1	Pramel31
PRAMEF1	
PRAMEF1	Oog4
PRAMEF1	Gm7982
PRAMEF1	Pramel47
PRAMEF1	
PRAMEF1	Pramel41
PRAMEF1	
PRAMEF1	Pramel24
PRAMEF1	Pramel25
PRAMEF1	
PRAMEF1	Pramel35
PRAMEF1	Gm6367
PRAMEF1	Pramel32
PRAMEF1	
PRAMEF1	Gm13102
PRAMEF1	Gm16513
PRAMEF1	
PRAMEF1	
PRAMEF1	Pramel37
PRAMEF1	Oog3
PRAMEF1	Pramel17
PRAMEF1	Pramel48
PRAMEF1	
PRAMEF1	Pramel44
PRAMEF1	Pramel39
PRAMEF1	Pramel28
PRAMEF1	
PRAMEF1	Pramel29
PRAMEF1	Pramel4
PRAMEF1	Pramel36
PRAMEF1	Pramel15
PRAMEF1	Pramel45
PRAMEF1	
PRAMEF1	Pramel13
PRAMEF1	Pramel7
PRAMEF1	
PRAMEF1	Pramel43
PRAMEF1	Pramel42
PRAMEF1	Pramel23
PRAMEF1	Gm16367
PRAMEF1	Gm3286
PRAMEF1	
PRAMEF1	Pramel34
PRAMEF1	Gm6351
PRAMEF1	E330014E10Rik
PRAMEF1	
PRAMEF1	Pramel27
PRAMEF1	Pramel6
PRAMEF1	Gm12789
PRAMEF1	
PRAMEF1	Pramel1
PRAMEF1	
PRAMEF1	Pramel40
PRAMEF1	Pramel18
PRAMEF1	Pramel20
PRAMEF1	
PRAMEF1	
PRAMEF1	Pramel33
PRAMEF1	Pramel46
PRAMEF1	Oog1
PRAMEF1	
PRAMEF1	Pramel21
PRAMEF1	Pramel12
PRAMEF1	
PRAMEF1	Pramel16
RNF4	Rnf4
PHGR1	
NPHP4	Nphp4
ABHD16B	Abhd16b
SSTR4	Sstr4
C16orf87	4921524J17Rik
VSX1	Vsx1
BNIP2	Bnip2
MAU2	Mau2
CXCR3	Cxcr3
CLIC2	
TAF11L11	Taf11
PLCXD3	Plcxd3
H2AB3	H2ab2
H2AB3	H2ab3
H2AB3	H2ab1
ABCC12	Abcc12
TMLHE	
CDC42BPB	Cdc42bpb
	
C5orf51	AW549877
ZDHHC3	Zdhhc3
PIGU	Pigu
SPRY3	
VAMP7	
	Eef1akmt2
FCHO1	Fcho1
TDRD1	Tdrd1
TXNDC8	Txndc8
APH1B	Aph1b
APH1B	Aph1c
MYL9	Myl9
C9orf50	1700001O22Rik
IL9R	Il9r
PNOC	Pnoc
TGIF2	Tgif2
	
TSTD2	Tstd2
STIMATE-MUSTN1	Stimate
PNLIPRP3	
LACRT	
TGIF2-RAB5IF	
RP1L1	Rp1l1
PNMA2	Pnma2
TLX1	Tlx1
UBA7	Uba7
RAB5IF	Rab5if
OPN1LW	Opn1mw
C4orf50	Gm1043
SLC25A47	Slc25a47
LRRC18	Lrrc18
BRINP1	Brinp1
KRT74	
CDHR1	Cdhr1
ASAP3	Asap3
HMX1	Hmx1
FRMD5	Frmd5
TCIRG1	Tcirg1
OPN1MW	Opn1mw
ZFR	Zfr
ASB2	Asb2
NTF3	Ntf3
ZBTB49	Zbtb49
ASH2L	Ash2l
SLA2	Sla2
IPO8	Ipo8
OPN1MW3	Opn1mw
PANX2	Panx2
MST1R	Mst1r
TEX28	Tex28
MRPS26	Mrps26
PLPPR1	Plppr1
TKTL1	Tktl1
OXT	Oxt
PPP4R4	Ppp4r4
TRABD	Trabd
AVP	Avp
ADGRA3	Adgra3
NCBP1	Ncbp1
UBOX5	Ubox5
EIF3A	Eif3a
GPD1	Gpd1
ACP1	Acp1
FASTKD5	Fastkd5
SDHAF4	Sdhaf4
DDRGK1	Ddrgk1
OOSP2	Oosp2
DNASE1L1	Dnase1l1
LYN	Lyn
TMEM201	Tmem201
	
ZWILCH	Zwilch
ITPA	Itpa
CNTF	Cntf
RIMS1	Rims1
SELENOO	Selenoo
TEX22	Tex22
SLC38A9	Slc38a9
VPS35	Vps35
PC	Pcx
BCL11B	Bcl11b
ARAP2	Arap2
NCKAP5L	Nckap5l
MTOR	Mtor
TUBGCP6	Tubgcp6
ALKAL1	Alkal1
NDUFA9	Ndufa9
PDE12	Pde12
SAMD9	
RP1	Rp1
OXNAD1	Oxnad1
TAZ	Taz
ASB4	Asb4
THNSL1	Thnsl1
ATG2B	Atg2b
RHOBTB1	
MCTS2P	
ID1	Id1
AGFG2	Agfg2
TP53TG3B	
COX4I2	Cox4i2
SNTG1	Sntg1
HDAC10	Hdac10
TPO	Tpo
TPX2	Tpx2
PBLD	Pbld2
PBLD	Pbld1
RPS6KA5	Rps6ka5
COL17A1	Col17a1
PBRM1	Pbrm1
RBM48	Rbm48
SHMT2	Shmt2
CDH10	Cdh10
GPR78	
SHISA9	Shisa9
MTERF1	Mterf1a
MTERF1	Mterf1b
TEX9	Tex9
PEX12	Pex12
NOMO1	Nomo1
NPTX2	Nptx2
TLR10	
TAF11L3	Taf11
C7	C7
NEUROD2	Neurod2
TMEM98	Tmem98
C4orf19	0610040J01Rik
TP73	Trp73
ERVW-1	BC035947
ERVW-1	Gm14226
MYLK2	Mylk2
TEX47	Tex47
ZKSCAN1	Zkscan1
IFI27	
EXOC1	Exoc1
CCDC180	Ccdc180
GPX8	Gpx8
LRP4	Lrp4
GCOM1	Myzap
NRG1	Nrg1
ISL1	Isl1
FOXS1	Foxs1
BCL2L1	Bcl2l1
ANKRD9	Ankrd9
ANXA1	Anxa1
TAC1	Tac1
ANKH	Ank
KIZ	Kiz
JAG2	Jag2
LYZL1	Lyzl1
SCGB2A2	Scgb2a2
TTC23L	Ttc23l
ZNF257	Gm26965
ZNF257	Gm28044
ZNF257	Gm10037
ZNF257	Gm28041
MRM1	Mrm1
ARMH3	Armh3
ZNF729	
METTL15	Mettl15
ZNF492	
SEC61G	G530012D18Rik
SEC61G	Sec61g
PCGF2	Pcgf2
TP53TG3C	
AGAP9	
KLHL26	Klhl26
PGAM1	Pgam1
EEF2K	Eef2k
IFT22	Ift22
TBC1D19	Tbc1d19
PPWD1	Ppwd1
SLC35E1	Slc35e1
SPATA31A6	
BDNF	Bdnf
AMBP	Ambp
GDI1	Gdi1
ALKAL2	Alkal2
CYP26A1	Cyp26a1
	Mpv17l
FAM13C	Fam13c
TMEM161A	Tmem161a
OVOL2	Ovol2
IQCK	Iqck
EPOP	Epop
	Rnaseh1
CCL2	Ccl2
GLRX5	Glrx5
MGME1	Mgme1
SPDYE16	Spdye4b
SPDYE16	Spdye4a
GCNT1	Gcnt1
TRAPPC12	Trappc12
LDLRAD3	Ldlrad3
IFI27L1	
NME8	Nme8
CDC6	Cdc6
DNAJA1	Dnaja1
ALDH3B1	Aldh3b1
KAT14	Kat14
KRT6B	Gm5414
KRT6B	Krt6a
KRT6B	Krt6b
GPRC5B	Gprc5b
C9orf78	BC005624
FAM50A	Fam50a
GLS2	
AK7	Ak7
ATPSCKMT	Atpsckmt
MAPK12	Mapk12
PSMD3	Psmd3
PCSK5	Pcsk5
MRPS17	Mrps17
ADI1	Adi1
FBXO4	Fbxo4
QPRT	Qprt
CYCS	Gm10053
CYCS	Cycs
PXDN	Pxdn
ELL	Ell
PPP1R13B	Ppp1r13b
PET117	Pet117
PLXNA3	Plxna3
MRPL16	Mrpl16
LAMP5	Lamp5
MYOM3	Myom3
COL1A2	Col1a2
C16orf54	AI467606
	Cd59a
	Cd59b
NPR3	Npr3
TNIP2	Tnip2
PSMF1	Psmf1
ZNRD2	Znrd2
ZNRD2	Gm50387
PHKB	Phkb
SAMD8	Samd8
ANGPTL7	Angptl7
PPARGC1A	Ppargc1a
MAP3K11	Map3k11
ARMC6	Armc6
IKZF3	Ikzf3
LAGE3	Lage3
C9orf57	
C20orf202	Tmem74bos
UBL4A	Ubl4a
HES5	Hes5
SNPH	Snph
PARK7	Park7
SMARCC1	Smarcc1
SLC10A3	Slc10a3
GOLGA5	Golga5
TLE1	Tle1
SDCBP2	Sdcbp2
MAPK11	Mapk11
G6PD	G6pd2
G6PD	G6pdx
TAF11L8	Taf11
TAF11L9	Taf11
ID2	Id2
HSPB3	Hspb3
PACSIN3	Pacsin3
ITPRIP	Itprip
FST	Fst
CEP170B	Cep170b
PDCD4	Pdcd4
PRKAA1	Prkaa1
	
IL22RA1	Il22ra1
NAALADL1	Naaladl1
SIRPB2	
NR0B2	Nr0b2
IFNLR1	Ifnlr1
CRTAP	Crtap
ALLC	Allc
ASB6	Asb6
GPR65	Gpr65
DCD	
ZNF208	
SIRPD	
TMEM260	Tmem260
CFAP58	Cfap58
SNTG2	Sntg2
ADRA2C	Adra2c
C22orf39	2510002D24Rik
C22orf39	Gm28539
GAS1	Gas1
SPON2	Spon2
SNX21	Snx21
CNTN4	Cntn4
CORO2A	Coro2a
DNA2	Dna2
MEI1	Mei1
MAP1S	Map1s
TAF11L7	Taf11
LIN28A	Lin28a
GUSB	Gusb
TAF11L2	Taf11
RPAP3	Rpap3
MRPS30	Mrps30
PTGS1	Ptgs1
PRAMEF6	Pramel22
PRAMEF6	Pramel26
PRAMEF6	Gm12790
PRAMEF6	Gm6205
PRAMEF6	Gm3183
PRAMEF6	C130073F10Rik
PRAMEF6	Pramel14
PRAMEF6	AA792892
PRAMEF6	Pramel38
PRAMEF6	
PRAMEF6	Gm13040
PRAMEF6	Oog2
PRAMEF6	
PRAMEF6	Pramel49
PRAMEF6	Pramel30
PRAMEF6	Gm13057
PRAMEF6	
PRAMEF6	Pramel11
PRAMEF6	Pramel51
PRAMEF6	
PRAMEF6	Gm13043
PRAMEF6	Pramel50
PRAMEF6	
PRAMEF6	Pramel5
PRAMEF6	Gm2042
PRAMEF6	
PRAMEF6	Pramel19
PRAMEF6	Pramel31
PRAMEF6	
PRAMEF6	Oog4
PRAMEF6	Gm7982
PRAMEF6	Pramel47
PRAMEF6	
PRAMEF6	Pramel41
PRAMEF6	
PRAMEF6	Pramel24
PRAMEF6	Pramel25
PRAMEF6	
PRAMEF6	Pramel35
PRAMEF6	Gm6367
PRAMEF6	Pramel32
PRAMEF6	
PRAMEF6	Gm13102
PRAMEF6	Gm16513
PRAMEF6	
PRAMEF6	
PRAMEF6	Pramel37
PRAMEF6	Oog3
PRAMEF6	Pramel17
PRAMEF6	Pramel48
PRAMEF6	
PRAMEF6	Pramel44
PRAMEF6	Pramel39
PRAMEF6	Pramel28
PRAMEF6	
PRAMEF6	Pramel29
PRAMEF6	Pramel4
PRAMEF6	Pramel36
PRAMEF6	Pramel15
PRAMEF6	Pramel45
PRAMEF6	
PRAMEF6	Pramel13
PRAMEF6	Pramel7
PRAMEF6	
PRAMEF6	Pramel43
PRAMEF6	Pramel42
PRAMEF6	Pramel23
PRAMEF6	Gm16367
PRAMEF6	Gm3286
PRAMEF6	
PRAMEF6	Pramel34
PRAMEF6	Gm6351
PRAMEF6	E330014E10Rik
PRAMEF6	
PRAMEF6	Pramel27
PRAMEF6	Pramel6
PRAMEF6	Gm12789
PRAMEF6	
PRAMEF6	Pramel1
PRAMEF6	
PRAMEF6	Pramel40
PRAMEF6	Pramel18
PRAMEF6	Pramel20
PRAMEF6	
PRAMEF6	
PRAMEF6	Pramel33
PRAMEF6	Pramel46
PRAMEF6	Oog1
PRAMEF6	
PRAMEF6	Pramel21
PRAMEF6	Pramel12
PRAMEF6	
PRAMEF6	Pramel16
ZNF711	Zfp711
CTDSPL2	Ctdspl2
CLIC4	Clic4
GHR	Ghr
ACOT8	Acot8
MYLK3	Mylk3
SLIT2	Slit2
COLEC11	Colec11
LUZP1	Luzp1
SREBF2	Srebf2
GPR3	Gpr3
KDF1	Kdf1
KRT76	Krt76
RAB9B	Rab9b
UQCRHL	Uqcrh
PSMA6	Psma6
CD164L2	Cd164l2
HOXC10	
TMSB15B	
FAU	Fau
CDR2	Cdr2
PEX1	Pex1
ZSWIM3	Zswim3
RGR	Rgr
SZRD1	Szrd1
ARID2	Arid2
PLTP	Pltp
CTXN2	Ctxn2
TMSB15B	
CCNB2	Ccnb2
ZNF90	
OR5L1	Olfr1156
OR5L1	Olfr1157
CCDC86	Ccdc86
MSL3	Msl3
HYAL2	Hyal2
VWA3A	Vwa3a
SNX15	Snx15
ZNF430	
PDIK1L	Pdik1l
MLIP	Mlip
CAMTA1	Camta1
ZNF676	
TNFRSF13C	Tnfrsf13c
NEURL1	Neurl1a
OR4N4	Olfr733
OR4N4	Olfr732
C15orf65	Ccpg1os
CENPM	Cenpm
SPATA12	
ZNF91	
GOLGA8N	Gm13547
GOLGA8N	Golga2
PCIF1	Pcif1
CDH9	Cdh9
ROBO1	Robo1
ZNF429	
HOXC11	
ZNF335	Zfp335
NECAP2	Necap2
LDHAL6B	Ldhal6b
COMP	Comp
GLCE	Glce
FGD3	Fgd3
FRMD8	Frmd8
LONP2	Lonp2
LINC00634	
RNASEH1	Rnaseh1
STN1	Stn1
SEPTIN3	Septin3
GALC	Galc
LACTB	Lactb
ADAMTS12	Adamts12
KRT78	Krt78
MMP9	Mmp9
CCL4	Ccl4
SLC12A5	Slc12a5
SRRM1	Srrm1
HOXC8	
IAH1	Iah1
COPS2	Cops2
PKD2L1	Pkd2l1
CPNE8	Cpne8
PGAP3	Pgap3
MCIDAS	Mcidas
TIGD3	Tigd3
PHIP	Phip
MS4A10	Ms4a10
WBP2NL	Wbp2nl
CYP4F3	Cyp4f18
CFAP46	Cfap46
UGT3A1	
NOL4	Nol4
SPDYC	
SLC35B2	Slc35b2
WNK2	Wnk2
CWC25	Cwc25
NEU3	Neu3
NAGA	Naga
AKR7A3	
SARAF	Saraf
AQP5	Aqp5
NTAN1	Ntan1
LIN7C	Lin7c
CDH18	Cdh18
ADAM17	Adam17
ZNF593OS	
CYB5R4	Cyb5r4
C1orf167	
MLLT6	Mllt6
CELA1	Cela1
IHO1	Iho1
VPS50	Vps50
ME1	Me1
BDKRB1	Bdkrb1
CYP7B1	Cyp7b1
FBXO6	Fbxo6
PRIMA1	Prima1
CFAP70	Cfap70
TESMIN	Tesmin
PHETA2	Pheta2
ZNF703	Zfp703
SMAD6	Smad6
PFKM	Pfkm
RSC1A1	Ddi2
RSC1A1	Rsc1a1
CA8	Car8
	Slfn4
	Slfn2
	Slfn3
	Slfn1
ABHD5	Abhd5
LACTBL1	Lactbl1
CCDC134	Ccdc134
CDCA4	Cdca4
	
PRIM2	Prim2
CNR2	Cnr2
MPV17L	Mpv17l
EPB41L3	Epb41l3
FKBP1A	Fkbp1a
NUDC	Nudc
HMGXB4	Hmgxb4
RAI14	Rai14
SYT12	Syt12
WIPF2	Wipf2
WARS1	Wars
ADGRA2	Adgra2
SLTM	Sltm
MRPS16	Mrps16
TMEM18	Tmem18
ZNF675	
GPT2	Gpt2
KCNIP4	Kcnip4
NUP210	Nup210
AS3MT	As3mt
ZNF681	
ZNF99	
TEX46	Tex46
RPS7	Rps7
SLC4A11	Slc4a11
SPDEF	Spdef
C11orf24	1810055G02Rik
GPN2	Gpn2
DDA1	Dda1
GGNBP2	Ggnbp2
TMEM26	
MCM5	Mcm5
LRFN2	Lrfn2
PNRC2	Pnrc2
ZG16	Zg16
THAP1	Thap1
POU3F2	Pou3f2
TM6SF2	Tm6sf2
CLPSL1	
ZNHIT2	Znhit2
LAPTM5	Laptm5
CCNY	Ccny
RFK	Rfk
N4BP1	N4bp1
MCM4	Mcm4
RIPPLY2	Ripply2
MUC15	Muc15
SLC30A2	Slc30a2
DMAC1	Dmac1
SUGP2	Sugp2
INVS	Invs
FGD2	Fgd2
MSGN1	Msgn1
UBB	Ubb
JMJD8	Jmjd8
PHACTR4	Phactr4
PLEKHB1	Plekhb1
SMC6	Smc6
CHRNA9	Chrna9
PSMB3	Psmb3
CTDSPL	Ctdspl
HMOX1	Hmox1
HOPX	Hopx
PIM1	Pim1
AKAP10	Akap10
SECISBP2L	Secisbp2l
NECAB3	Necab3
CNKSR1	Cnksr1
DENND10	Dennd10
LYRM2	Lyrm2
KIAA0930	5031439G07Rik
SMC2	Smc2
SEL1L3	Sel1l3
MEF2B	Mef2b
BFAR	Bfar
MRAP2	Mrap2
ITIH3	Itih3
HEPACAM2	Hepacam2
PGM3	Pgm3
CCL3L1	Ccl3
CACUL1	Cacul1
SGSM1	Sgsm1
GPR132	
TADA2A	Tada2a
FRAT2	Frat2
HERC1	Herc1
RAB11FIP2	Rab11fip2
ZNF431	
NPIPA3	
TLR7	Tlr7
MOGAT3	
SH3YL1	Sh3yl1
FRMPD4	Frmpd4
FGFRL1	Fgfrl1
	Babam1
SH3PXD2A	Sh3pxd2a
ITFG1	Itfg1
SFMBT1	Sfmbt1
OR1L4	
SVEP1	Svep1
ZNF98	
CXXC1	Cxxc1
XAGE1A	
HMX3	Hmx3
FAM160B1	Fam160b1
ZNF708	
ZNF518B	Zfp518b
	Crip1
	Asl
XAGE1B	
USP17L8	
PRR23D2	Prr23a2
PRR23D2	Prr23a3
PRR23D2	7420426K07Rik
PRR23D2	Prr23a1
RNF122	Rnf122
FOXRED2	Foxred2
ZNF732	
CCR8	Ccr8
VPS41	Vps41
BRF2	Brf2
DOK7	Dok7
CSNKA2IP	Csnka2ip
C20orf144	1700003F12Rik
E2F1	E2f1
SSX7	Ssxb8
SSX7	Gm21876
SSX7	Ssxb2
SSX7	Ssxb1
SSX7	Ssxb6
SSX7	Ssxb3
SSX7	Gm5751
SSX7	Ssxa1
SSX7	Ssx9
SSX7	Gm6592
SSX7	Ssxb5
SSX7	Ssxb10
SSX7	Gm14459
SSX7	Ssxb9
FAM53B	Fam53b
ROBO2	Robo2
PLA2G4F	Pla2g4f
SSX2	Ssxb8
SSX2	Gm21876
SSX2	Ssxb2
SSX2	Ssxb1
SSX2	Ssxb6
SSX2	Ssxb3
SSX2	Gm5751
SSX2	Ssxa1
SSX2	Ssx9
SSX2	Gm6592
SSX2	Ssxb5
SSX2	Ssxb10
SSX2	Gm14459
SSX2	Ssxb9
FAM110D	Grrp1
ADRA2A	Adra2a
SPACA3	Spaca3
RCOR1	Rcor1
ICMT	Icmt
ZNF721	Zfp420
PXMP4	Pxmp4
GUCD1	Gucd1
TCF7L2	Tcf7l2
USE1	Use1
LRP5	Lrp5
NUP93	Nup93
ST18	St18
TBC1D1	Tbc1d1
ZNF341	Zfp341
MSANTD3-TMEFF1	
WASF2	Wasf2
RPL23	Rpl23
SPANXN5	
RD3L	Rd3l
UBE2A	Ube2a
SUSD3	Susd3
TRAF3	Traf3
MED18	Med18
ZNF726	
USP35	Usp35
HAUS2	Haus2
ZDHHC18	Zdhhc18
CRB2	Crb2
GMIP	Gmip
PPP1R1B	Ppp1r1b
CACNG2	Cacng2
SLC5A4	Slc5a4a
SLC5A4	Slc5a4b
SLC9A1	Slc9a1
ZNF451	Zfp451
ZBTB34	Zbtb34
LARGE1	Large1
UBAC1	Ubac1
CHMP4B	Chmp4b
TMEM121	Tmem121
POLI	Poli
ASPG	Aspg
CCT5	Cct5
LHX2	Lhx2
SNAPC5	Snapc5
L3MBTL1	
ANKIB1	Ankib1
SCML1	
	Pola2
FGF3	Fgf3
SMAGP	Smagp
LYZL6	Lyzl6
LRATD1	Lratd1
CDC14B	Cdc14b
CDC42EP2	Cdc42ep2
TFPI2	Tfpi2
NOX5	
DDHD2	Ddhd2
RCE1	Rce1
CYP46A1	Cyp46a1
LDLRAP1	Ldlrap1
ZNF730	
CDH8	Cdh8
AVIL	Avil
MAGI1	Magi1
SOCS7	Socs7
STEAP2	Steap2
ZNF506	
ASAP2	Asap2
NHS	Nhs
NKX3-2	Nkx3-2
TENT5B	Tent5b
DIPK1C	Dipk1c
TIMM21	Timm21
ATP5IF1	Atpif1
COMMD8	Commd8
CDRT15L2	
C17orf78	Gm11437
HAPLN4	Hapln4
RPGR	Rpgr
CHST1	Chst1
HMGCL	Hmgcl
FAM114A1	Fam114a1
GJD3	Gjd3
LGMN	Lgmn
C18orf63	Gm17266
TRIM64	
FBXL20	Fbxl20
SMTN	Smtn
ZNF728	
NARS2	Nars2
HOXC4	
CYB5A	Cyb5a
SDC3	Sdc3
CDH12	Cdh12
NDUFA4L2	Ndufa4l2
ELAPOR2	Elapor2
CEBPG	Cebpg
GPATCH3	Gpatch3
FAAP24	Faap24
USP17L4	
YWHAQ	Ywhaq
LCMT1	Lcmt1
RPS10	
PAFAH2	Pafah2
KRT4	Krt4
LHX3	Lhx3
	Mrfap1
	
DTNA	Dtna
TAF11L5	Taf11
TSHZ3	Tshz3
NSA2	Nsa2
SKOR1	Skor1
SLAIN2	Slain2
POLD3	
NTSR2	Ntsr2
RESF1	Resf1
EIF6	Eif6
MOB3B	Mob3b
FAM169A	Fam169a
NR6A1	Nr6a1
SLC27A1	Slc27a1
SRSF10	Srsf10
ZNF141	
THAP10	
APOB	Apob
